c_resid,unit,nace_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
FOR,NR,I552,EU27_2020	62074582 	57374506 e	52390154 e	46475085 	41959510 	38014928 	: 	32160185 b	27601920 e	26312363 e	26065591 e	25973357 e	: 	24452621 e	24057271 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,EU28	87008175 e	81065867 e	75624974 e	68078992 	62429829 	43313668 e	37316692 e	34636521 b	29000335 e	27138369 e	27144353 e	26815310 e	: 	25555009 e	24928733 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,FI	218328 	212545 	186114 	133280 	147938 	176559 	172616 	149165 b	134353 	119324 	110446 	115846 	106203 	99329 	84260 	79730 	66198 	61508 	54374 	55434 	50120 	59447 	59607 	47702 	45278 	43355 	13780 	: 	: 	: 
FOR,NR,I552,FR	5558524 	4966999 	4395431 	4045608 	4301657 	4270998 	4462140 	4161503 b	4241967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,HR	7768890 	7415124 	6820300 	5708099 	4809063 	4155018 	3717591 	3281723 b	750755 	682138 	1292027 	1302360 	1229056 	1093319 	993190 	1032401 	986659 	862083 	881937 	656443 	454272 	506495 	467593 	354218 	232804 	323141 	221762 	: 	: 	: 
FOR,NR,I552,HU	440285 	383048 	359894 	308903 	256082 	201522 	162358 	118279 b	84943 	82635 	96044 	116433 	130184 	125812 	107778 	102988 	112444 	113099 	139497 	357371 	348161 	386359 	430326 	484916 	478806 	493886 	: 	: 	: 	: 
FOR,NR,I552,IE	153872 e	410412 e	: 	445610 e	346778 e	335506 e	270758 e	189762 be	303505 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	406000 	: 	453000 	356000 	: 	: 	481000 	: 	: 	: 	: 	: 
FOR,NR,I552,IS	886443 	: 	: 	858682 	874960 	640111 	416250 	301368 b	188291 	157670 	162280 	128185 	124924 	122904 	108090 	120836 	112029 	: 	: 	: 	: 	: 	52011 	145428 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,IT	13066966 	11868051 	10604861 	9071411 	7910811 	6869599 	6374489 	5988315 b	5065751 	4577275 	4297191 	4160721 	4102809 	3911210 	3524176 	3215472 	3179635 	3105017 	2674828 	2554017 	1801148 	1659736 	1593343 	1230126 	1118107 	567771 	523071 	525234 	409899 	784924 
FOR,NR,I552,LI	11260 	10717 	8632 	7909 	7063 	6637 	6112 	7879 b	8907 	9548 	9673 	9540 	9737 	9412 	14209 	10107 	9963 	9972 	9735 	7096 	6664 	7579 	5722 	6017 	6167 	: 	: 	: 	: 	7625 
FOR,NR,I552,LT	334875 	295874 	241996 	221486 	186299 	172907 	142826 	123196 b	17037 	16583 	15146 	22409 	28252 	18891 	16180 	20265 	22219 	20347 	18361 	15108 	18431 	16196 	22769 	18537 	16379 	10845 	: 	: 	: 	: 
FOR,NR,I552,LU	71085 	75343 	77251 	67751 	71632 	65361 	53890 	56716 b	58398 	30991 	59763 	62345 	66642 	65594 	62371 	57791 	66172 	74899 	69849 	74209 	77978 	79084 	76391 	76317 	59653 	: u	8303 	6414 	8638 	74381 
FOR,NR,I552,LV	114712 	105380 	102764 	84765 	70121 	86512 	84772 	73872 b	43835 	26248 	26823 	30739 	30665 	24475 	13844 	3595 	2796 	1841 	1872 	1354 	704 	1248 	1313 	1126 	1455 	: 	: 	: 	: 	: 
FOR,NR,I552,ME	: 	: 	42093 b	984344 	958686 	: 	: 	719460 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,MK	25514 	24157 	21957 	15736 	18938 	19709 	17413 	20157 b	21065 	25498 	33936 	36895 	: 	: 	: 	: 	: 	4199 	3378 	9657 	7800 	9820 	6496 	9383 	4374 	5673 	4658 	3777 	9754 	29113 
FOR,NR,I552,MT	41236 	35543 	32367 	30148 	21739 	29645 	19220 	10259 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,NL	3306983 	2917567 	2718160 	2457024 	2299279 	2047617 	1943887 b	1609762 b	1527300 	1422800 	1410900 	1387900 	1427400 	1365400 	1159200 	1221100 	1209700 	1263700 	1247000 	1339000 	1325000 	1152000 	1009000 	924000 	967000 	931000 	816300 	762600 	775900 	640800 
FOR,NR,I552,NO	: 	: 	: 	851837 	774806 	745899 	759119 	461671 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	245551 	252844 	243277 	231020 	253452 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,PL	759000 	716375 	666804 	602372 	525289 	511122 	488796 	512294 b	438444 	409182 	406050 	411333 	475259 	498037 	498682 	480236 	567718 	557451 	618726 	570788 	458074 	576399 	642304 	711318 	805231 	869591 	125635 	978889 	684301 	: 
FOR,NR,I552,PT	2810325 	2247428 	1376364 	803045 	530890 	278823 	215510 b	68130 b	66854 	72157 	76134 	81815 	72960 	62940 	61820 	76757 	67744 	63472 	55099 	53826 	45704 	46129 	44939 	41695 	32558 	: 	: 	: 	: 	44158 
FOR,NR,I552,RO	222463 	212621 	211822 	175549 	148505 	114593 	105532 	92257 b	9267 	9555 	9717 	11284 	12266 	9844 	15015 	14000 	3902 	8776 	20123 	14741 	11346 	18624 	21650 	6250 	18378 	57924 	90867 	30802 	951258 	67286 
FOR,NR,I552,RS	: 	: 	: 	120409 	101032 	83627 	72843 	67145 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,SE	681562 	530536 	531902 	528189 	480066 	462210 	423533 	443451 b	420302 	457557 	463979 	461761 	440877 	402975 	396697 	392770 	400057 	412243 	308163 	280963 	275007 	268820 	245378 	284296 	314462 	150409 	117950 	109138 	115746 	291568 
FOR,NR,I552,SI	1408680 	: 	729317 	566532 	470271 	373231 	340200 	290746 b	160216 	142838 	106195 	114886 	155513 	148344 	146803 	142675 	119692 	123507 	119361 	29464 	40228 	41556 	37517 	18810 	16516 	16864 	16352 	14459 	: 	: 
FOR,NR,I552,SK	358957 	274978 	245126 	223181 	179389 	162653 	175038 	163184 b	165525 	155277 	184883 	243379 	227115 	209621 	201225 	182122 	188084 	199329 	192732 	136651 	135875 	125372 	101938 	119944 	101144 	102305 	61310 	42570 	59204 	65523 
FOR,NR,I552,TR	1292 	2946 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552,UK	: 	: 	: 	21603907 	20470319 	: 	: u	2476336 b	1402390 	1308631 	1512616 	1379888 	1465197 	1467797 	1351974 	1183763 	1081000 	1070000 	1194000 	1194000 	1194000 	1157000 	1213716 	1194399 	1180752 	2994178 	2860121 	2668899 	2465870 	2600149 
FOR,NR,I552_I553,AT	5300171 	4979843 	4567841 	4243633 	3917028 	3657756 	3619072 	3483846 b	3207995 	3040171 	3013921 	2987277 	2764845 	2615563 	2586098 	2558350 	2535095 	2309103 	2155951 	2013997 	1987901 	1872275 	1519797 	1579753 	1580719 	1675830 	1719929 	1872233 	1888466 	1916960 
FOR,NR,I552_I553,BE	2542869 	2418594 	2071986 	1924903 	1914973 	1498459 	1456636 	1414314 b	1417215 	1414769 	1363773 	1344912 	1331429 	1329880 	1338059 	1324526 	1428816 	1401329 	1334204 	1294188 	1386264 	1320476 	1326711 	1360414 	1422260 	1361942 	: 	1343921 	: 	: 
FOR,NR,I552_I553,BG	108720 	102169 	84733 	67529 	58611 	59366 	66180 	52928 b	21842 	14580 	13110 	18527 	21404 	27618 	26216 	26409 	22335 	9622 	9694 	9198 	8633 	15943 	18484 	20237 	18921 	19312 	22987 	36304 	28114 	197124 
FOR,NR,I552_I553,CH	: 	: 	: 	1195104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13306 	13864 	12863 	13337 	13789 	14302 	14894 	15128 	2676822 	2736795 	2710794 	2558287 
FOR,NR,I552_I553,CY	272 	72 	249 	122 	773 	914 	943 	1332 b	26196 	25956 	25300 	8216 	9288 	9388 	12490 	9516 	7891 	6038 	3881 	2370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,CZ	918966 	939025 	806352 	742804 	683390 	582659 	525173 	480127 b	338370 	359769 	423345 	514690 	581209 	654800 	650371 	714740 	590767 	428662 	543624 	676074 	1167169 	1214419 	812781 	732154 	477664 	524082 	: 	: 	: 	: 
FOR,NR,I552_I553,DE	4867798 	4708693 	4384179 	4196792 	4139734 	3981488 	3804059 	3752076 b	3475305 	3383000 	3159353 	3203896 	2944031 	2939241 	2738631 	2516800 	2402801 	2221205 	2191445 	2220125 	2137723 	2040862 	2080186 	2152222 	2152870 	2224438 	2276459 	2620816 	2602996 	2602341 
FOR,NR,I552_I553,DK	1016302 e	1032251 e	946074 e	908148 e	809159 e	639787 e	629791 	617403 b	635698 	617919 	602060 	682698 	718241 	677991 	652018 	654349 	717948 	717261 	712137 	733422 	754746 	767517 	841058 	818046 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,EA	73581696 	68936287 e	63665059 e	57559886 	53771197 	50218586 	: 	44404398 b	43423161 e	42680288 e	41519782 e	40801422 e	: 	39386316 e	38038310 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,EE	253956 	220332 	211034 	186234 	163603 	166998 	141738 	126786 b	105327 	76456 	72992 	80312 	93900 	97895 	95329 	74344 	104115 	66646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,EL	5344149 	4944163 	4238186 	3916049 	3767142 	3377108 	2259282 	1986564 e	2507046 	2321692 	2318993 	228567 	207856 	200541 	205846 	147834 	193506 	188846 	211474 	244721 	181061 	256757 	256517 	243661 	230354 	270547 	: 	: 	: 	: 
FOR,NR,I552_I553,ES	11746239 	11625304 	11899134 	11045052 	9733245 	9227347 	8547339 	8163919 b	8110450 	7527235 	7201909 	7969820 	8170368 	8731758 	8378459 	8677463 	9395156 	9427086 	9241368 	9737966 	1713359 	1440241 	1284858 	1125894 	1165896 	1115865 	1034646 	748346 	798731 	678123 
FOR,NR,I552_I553,EU27_2007	105483809 e	99192698 e	93043268 e	84930671 	79746907 	59984616 e	54547182 e	51506627 b	49050170 e	47083410 e	46413796 e	45707641 e	: 	44858252 e	44341326 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,EU27_2020	90523871 	85141581 e	78776819 e	71004085 	65906205 	60850194 	: 	54058171 b	49872322 e	48394436 e	48254574 e	47690477 e	: 	46086454 e	45870100 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,EU28	116105839 e	109449015 e	102615840 e	93169782 	87039771 	67006562 e	60649238 e	57123520 b	51982485 e	49856297 e	49894281 e	49139950 e	: 	47943686 e	47390803 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,FI	389686 	368303 	337137 	276488 	289416 	334259 	338507 	317514 b	300821 	272311 	266729 	280693 	284821 	271858 	251892 	263826 	247749 	246079 	225424 	220110 	217237 	211781 	213930 	187063 	192667 	234855 	231416 	: 	: 	: 
FOR,NR,I552_I553,FR	14019878 	13326830 	12360523 	11312518 	11704089 	11680410 	11934304 	11291997 b	11223823 	7067785 	6954857 	6797262 	6953891 	6969770 	6911701 	6749099 	6834991 	7092120 	6854805 	7654502 	7026793 	6996148 	: 	: 	7493748 	8471788 	7726963 	7302811 	7241211 	6774108 
FOR,NR,I552_I553,HR	10622030 	10256317 	9572572 	8239111 	7292864 	6527554 	6102056 	5616893 b	2928807 	2697399 	3278236 	3195703 	3118781 	2903674 	2881496 	2917149 	2783000 	2545493 	2484484 	2123764 	1453178 	1637320 	1453059 	1027975 	564639 	826275 	541779 	: 	: 	: 
FOR,NR,I552_I553,HU	712920 	659523 	620932 	542629 	491007 	431195 	380730 	338322 b	256983 	252425 	313614 	319246 	320187 	300550 	306114 	318938 	349363 	354381 	400711 	610232 	609497 	640734 	698974 	777160 	761520 	822359 	: 	: 	: 	: 
FOR,NR,I552_I553,IE	219087 e	493952 e	: 	497648 e	406525 e	386384 e	: u	256487 u	399334 u	389942 u	345933 u	: 	: 	: 	: 	: 	: 	: 	462000 	5130000 	553000 	464000 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,IS	1336294 	: 	: 	1345985 	1292806 	1023249 	615201 	513481 b	366036 	322944 	365754 	276719 	253049 	237405 	209579 	221307 	202129 	191558 	206831 	185970 	170152 	165313 	142491 	145428 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,IT	17633586 	16370564 	15158047 	13358974 	11941818 	10865923 	10274052 	9871058 b	9477175 	8773923 	8492026 	8130138 	8104159 	7681067 	7185112 	6799576 	6831763 	7015219 	6629918 	6310215 	5315380 	5014896 	4830368 	4395183 	4114551 	3590157 	3106158 	3059133 	3180261 	2938545 
FOR,NR,I552_I553,LI	14162 	13106 	10259 	9048 	8037 	7572 	7261 	8784 b	13660 	14520 	14222 	14482 	14548 	14304 	14209 	15026 	15000 	15127 	15193 	11999 	11928 	13231 	5722 	14907 	15315 	: 	: 	: 	: 	7625 
FOR,NR,I552_I553,LT	366305 	319765 	262566 	243668 	206275 	190369 	161840 	139789 b	34011 	30939 	26487 	33156 	37540 	27912 	25488 	27877 	25929 	23614 	21801 	17320 	20212 	17880 	24849 	20257 	17936 	12888 	: 	: 	: 	: 
FOR,NR,I552_I553,LU	228642 	201391 	221366 	204648 	219186 	204346 	181586 	180144 b	191621 	153940 	197114 	203032 	209308 	233060 	243989 	262001 	282593 	283400 	256477 	259763 	279651 	260311 	264618 	256401 	265858 	270197 	284377 	267995 	304380 	290717 
FOR,NR,I552_I553,LV	169297 	151170 	143028 	121968 	102233 	125484 	117975 	104184 b	77797 	62746 	56555 	98524 	80294 	70498 	49835 	25791 	12589 	9201 	3538 	2189 	1476 	2395 	2691 	1271 	2530 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,ME	: 	: 	48839 b	992629 	965168 	: 	: 	726881 b	7872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,MK	30335 	29003 	25978 	19671 	23508 	25441 	22206 	22680 b	22945 	27457 	35817 	37965 	: 	: 	: 	: 	: 	4359 	3495 	11495 	8180 	10216 	7690 	10081 	6236 	: 	7448 	5303 	15030 	60691 
FOR,NR,I552_I553,MT	41236 	35543 	32367 	30148 	21739 	29645 	19220 	10259 b	10001 	8765 	10825 	10763 	10674 	7971 	7763 	4034 	4465 	2514 	3268 	115005 	114641 	91837 	95190 	89840 	57830 	55146 	: 	: 	: 	: 
FOR,NR,I552_I553,NL	4618626 	4108745 	3771758 	3420748 	3241539 	2946408 	2765545 b	2338788 b	2272700 	2156500 	2166500 	2069600 	2294800 	2171400 	1931100 	2045100 	2250100 	2162500 	2055000 	2264000 	2332000 	1888000 	1681000 	1582000 	1777000 	1722000 	1978600 	2149400 	2155300 	1892300 
FOR,NR,I552_I553,NO	: 	: 	: 	1874592 	1690411 	1602849 	1605093 	1610576 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	1573041 	1557183 	1560869 	1686594 	1656418 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,PL	888054 	831035 	770546 	698782 	615715 	584293 	556009 	609746 b	502128 	467612 	467899 	480484 	554176 	575713 	587225 	548943 	631153 	609797 	663315 	612636 	511630 	643220 	709409 	812323 	910541 	948730 	1011652 	1093456 	817470 	: 
FOR,NR,I552_I553,PT	3467427 	2911213 	2020499 	1429699 	1031654 	724612 	617107 b	459774 b	471424 	499546 	527943 	539956 	497190 	466444 	414682 	453473 	477315 	499504 	458031 	480577 	467964 	565618 	484781 	497350 	572194 	580374 	589834 	673008 	856024 	802486 
FOR,NR,I552_I553,RO	233589 	223482 	224032 	184142 	156879 	119334 	119947 	110698 b	20807 	19573 	19887 	26660 	19938 	16820 	23397 	27362 	15806 	17411 	20123 	14741 	11346 	18624 	21650 	6250 	18378 	57924 	90867 	30802 	951258 	67286 
FOR,NR,I552_I553,RS	: 	: 	: 	131271 	114317 	96320 	84526 	78442 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,SE	2441594 	2161492 	2086519 	2061054 	2027383 	1687420 	1560595 	1583683 b	1635516 	1666506 	1810927 	1784162 	2134613 	1828216 	2146736 	2065881 	1716333 	1698548 	1521562 	1363407 	275007 	268820 	1325658 	1477147 	: 	279555 	248057 	237019 	247507 	291568 
FOR,NR,I552_I553,SI	1936614 	: 	1117456 	858532 	738521 	612261 	586546 	531866 b	393333 	345099 	319657 	338021 	349933 	324780 	322438 	325364 	272269 	249772 	243168 	152819 	119063 	147423 	141780 	92363 	68459 	78926 	54592 	43157 	: 	: 
FOR,NR,I552_I553,SK	435858 	355043 	315650 	292062 	231704 	208415 	230128 	217674 b	213122 	204305 	235915 	328212 	314870 	302199 	294967 	289473 	325656 	343690 	285532 	209265 	200531 	184452 	144744 	183202 	159660 	221937 	117027 	109221 	115834 	148483 
FOR,NR,I552_I553,TR	13328 	10952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,UK	: 	: 	: 	22165697 	21133566 	: 	: u	3065349 b	2118023 	1974289 	2104460 	2016936 	2368164 	2243578 	2030396 	1758787 	1482000 	1488000 	1986000 	1986000 	1986000 	1948000 	2090680 	2033580 	1934152 	1500000 	1300000 	1300000 	1200000 	1300000 
FOR,NR,I553,AT	1368272 	1305895 	1195162 	1067393 	1021674 	902690 	945630 	938112 b	876791 	833373 	852921 	856410 	826463 	770617 	816687 	845195 	881957 	763246 	725509 	669940 	704160 	729618 	694280 	759282 	808513 	892149 	915484 	1034331 	1052165 	1103599 
FOR,NR,I553,BE	498207 	493836 	417172 	398574 	449338 	400426 	391552 	389207 b	468929 	475321 	462571 	389671 	396723 	397142 	384486 	403367 	439792 	394851 	359583 	362142 	401091 	363863 	414851 	431938 	470064 	1018439 	1051933 	984959 	: 	: 
FOR,NR,I553,BG	1445 	978 	1142 	650 	541 	942 	1847 	2077 b	3778 	1937 	1810 	2922 	3350 	4322 	4408 	5757 	6367 	6270 	7243 	6585 	5923 	12853 	14732 	13702 	13327 	12191 	13480 	18579 	13364 	169757 
FOR,NR,I553,CH	: 	: 	: 	377532 	325140 	360232 	395407 	408358 b	427923 	464128 	515931 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	698654 	764241 	759996 	719115 
FOR,NR,I553,CY	272 	72 	249 	122 	773 	914 	943 	1332 b	1769 	2948 	2259 	1389 	1559 	1790 	2283 	1806 	1088 	: 	2883 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,CZ	179179 	165709 	146425 	129527 	126065 	103478 	107777 	115012 b	110358 	109389 	153943 	162068 	185335 	254729 	264687 	282157 	209639 	129188 	166821 	418661 	434200 	315468 	250586 	281339 	238864 	217316 	: 	: 	: 	: 
FOR,NR,I553,DE	1794182 	1821618 	1604416 	1547792 	1569026 	1459555 	1432249 	1467801 b	1371924 	1353097 	1307998 	1248204 	1165059 	1180056 	1109985 	1086964 	1099857 	992079 	974650 	980988 	978606 	917727 	945591 	1006333 	1039942 	1347252 	1369712 	1620494 	1602938 	1417307 
FOR,NR,I553,DK	392868 e	388037 e	354228 e	369840 e	356882 e	345171 e	323168 	300274 b	307189 	324365 	323800 	354515 	353623 	347241 	351498 	354707 	376944 	362523 	359505 	365073 	392355 	383957 	446475 	418128 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,EA	22849810 	22338206 e	21200991 e	19626377 	19098364 	18480344 	: 	17622380 b	18156158 e	18112943 e	18022855 e	17592510 e	: 	17189632 e	16874804 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,EE	8819 	7009 	6945 	0 	0 	0 	0 	0 	13490 	12473 	12116 	12297 	13954 	18214 	9913 	8843 	7121 	3781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,EL	314275 	304212 	234635 	199727 	214039 	199628 	176635 	152099 b	224697 	232700 	238788 	228567 	207856 	200541 	205846 	147834 	193506 	188846 	211474 	244721 	181061 	256757 	256517 	243661 	230354 	270547 	: 	: 	: 	: 
FOR,NR,I553,ES	2784084 	2688010 	2654039 	2515509 	2245619 	2078026 	1983213 	1885810 b	1939233 	1963472 	1945193 	2062525 	2121274 	2122071 	2064800 	2160660 	2362786 	2161615 	1953907 	1843883 	1713359 	1440241 	1284858 	1125893 	1165893 	1115865 	1034646 	748346 	798731 	678123 
FOR,NR,I553,EU27_2007	26244524 e	25541955 e	24238593 e	22559778 	22126141 	21320358 e	20948082 	20151829 b	20801089 e	20681788 e	20743210 e	20411871 e	: 	20563034 e	20554428 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,EU27_2020	28449289 	27767075 e	26386665 e	24529000 	23946695 	22835266 	: 	21897986 b	22270402 e	22082073 e	22188983 e	21717119 e	: 	21633833 e	21812829 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,EU28	29097664 e	28383148 e	26990865 e	25090790 	24609942 	23692894 e	23332547 	22486999 b	22982151 e	22717928 e	22749928 e	22324640 e	: 	22388677 e	22462070 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,FI	171358 	155758 	151023 	143208 	141478 	157700 	165891 	168349 b	166468 	152987 	156283 	164847 	178618 	172529 	167632 	184096 	181551 	184571 	171050 	164676 	167117 	152334 	154323 	139361 	147389 	191500 	191689 	: 	: 	: 
FOR,NR,I553,FR	8461354 	8359831 	7965092 	7266910 	7402432 	7409412 	7472164 	7130494 b	6981856 	7067785 	6954857 	6797262 	6953891 	6969770 	6911701 	6749099 	6834991 	7092120 	6854805 	7654502 	7026793 	6996148 	: 	: 	7493745 	8471788 	7726963 	7300612 	7241211 	6774108 
FOR,NR,I553,HR	2853140 	2841193 	2752272 	2531012 	2483801 	2372536 	2384465 	2335170 b	2178052 	2015261 	1986209 	1893343 	1889725 	1810355 	1888306 	1884748 	1796341 	1683410 	1602547 	1467321 	998906 	1130825 	985466 	673757 	331835 	503134 	320017 	: 	: 	: 
FOR,NR,I553,HU	272635 	276475 	261038 	233726 	234925 	229673 	218372 	220043 b	172040 	169790 	217570 	202813 	190003 	174738 	198336 	215950 	236919 	241282 	261214 	252861 	261336 	254375 	268648 	292244 	282714 	328473 	: 	: 	: 	: 
FOR,NR,I553,IE	65215 e	83540 e	: 	52038 e	59747 e	50878 e	: u	66725 u	95829 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	56000 	: 	100000 	108000 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,IS	449851 	: 	: 	487303 	417846 	383138 	198951 	212113 b	177745 	165274 	203474 	148534 	128125 	114501 	101489 	100471 	90100 	: 	: 	: 	: 	: 	90480 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,IT	4566620 	4502513 	4553186 	4287563 	4031007 	3996324 	3899563 	3882743 b	4411424 	4196648 	4194835 	3969417 	4001350 	3769857 	3660936 	3584104 	3652128 	3910202 	3955090 	3756198 	3514232 	3355160 	3237025 	3165057 	2996444 	2636842 	2276342 	2213011 	2358181 	2153621 
FOR,NR,I553,LI	2902 	2389 	1627 	1139 	974 	935 	1149 	905 b	4753 	4972 	4549 	4942 	4811 	4892 	: 	4919 	5037 	5155 	5458 	4903 	5264 	5652 	: 	8891 	9147 	: 	: 	: 	: 	: 
FOR,NR,I553,LT	31430 	23891 	20570 	22182 	19976 	17462 	19014 	16593 b	16974 	14356 	11341 	10747 	9288 	9021 	9308 	7612 	3710 	3267 	3440 	2212 	1781 	1684 	2080 	1720 	1557 	2043 	: 	: 	: 	: 
FOR,NR,I553,LU	157557 	126048 	144115 	136897 	147554 	138985 	127696 	123428 b	133223 	122949 	137351 	140687 	142666 	167466 	181618 	204210 	216421 	208501 	186628 	185554 	201673 	181227 	188227 	180084 	206205 	195075 	199292 	188447 	228901 	216336 
FOR,NR,I553,LV	54585 	45790 	40264 	37203 	32112 	38972 	33203 	30312 b	33962 	36498 	29732 	67785 	49629 	46023 	35991 	22196 	9793 	7360 	1666 	835 	772 	1147 	1378 	145 	1075 	: 	: 	: 	: 	: 
FOR,NR,I553,ME	: 	: 	6746 	8285 	6482 	: 	: 	7421 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,MK	4821 	4846 	4021 	3935 	4570 	5732 	4793 	2523 b	1880 	1959 	1881 	1070 	: 	: 	: 	: 	: 	160 	117 	1838 	380 	396 	1194 	698 	1862 	1847 	2790 	1526 	5276 	31578 
FOR,NR,I553,MT	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,NL	1311643 	1191178 	1053598 	963724 	942260 	898791 	821658 b	729026 b	745500 	733600 	755600 	681700 	867400 	806000 	771900 	824100 	1040400 	898700 	808000 	925000 	1007000 	736000 	672000 	658000 	810000 	791000 	772700 	930200 	922100 	827400 
FOR,NR,I553,NO	: 	: 	: 	1022755 	915605 	856950 	845974 	1148905 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	1327490 	1304339 	1317592 	1455574 	1402966 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,NR,I553,PL	129054 	114660 	103742 	96410 	90426 	73171 	67213 	97452 b	63684 	58430 	61849 	69151 	78917 	77676 	88543 	68707 	63435 	52346 	44589 	41848 	53556 	66821 	67105 	101005 	105310 	79139 	78017 	114567 	133169 	: 
FOR,NR,I553,PT	657102 	663785 	644135 	626654 	500764 	445789 	401597 	391644 b	404570 	427389 	451809 	453080 	424230 	403504 	352862 	376716 	409571 	436032 	402932 	426751 	422260 	519489 	439842 	455655 	539636 	546096 	560517 	645811 	820550 	758328 
